z_train_mean,z_train_std
0.03157511976373956,0.17417007568661147
0.02232141458421859,0.17811042151782697
0.01241566824360671,0.18704858367686514
0.002610225794355668,0.19941564286763355
-0.006384888287395126,0.2134004300861476
-0.014264452566135006,0.2277303965278531
-0.020986284597344817,0.24178083219601032
-0.026676229682526358,0.2552049268749616
-0.0314400178507035,0.267799039976712
-0.035383518117957105,0.27943346796816027
-0.038622772620866906,0.2900868830351088
-0.04129360862042777,0.29976498553084086
-0.043580791126110664,0.30852332023977896
-0.04571229488088822,0.3164468293567692
-0.047878343417884474,0.323657071867819
-0.05020019107740195,0.33027974077211814
-0.05273546954365857,0.336425567193662
-0.05543857900741436,0.34218097108726303
-0.0582391602351922,0.3476067847744695
-0.061031934395726566,0.3527743346487868
-0.06370906969892819,0.3577845117299856
-0.06618464927668435,0.36276215173212445
-0.0684001860654396,0.3678226242957095
-0.07033068927662439,0.37303187358769996
-0.07200244125805923,0.37841275396126517
-0.07347623487201435,0.38393036477465137
-0.07482915872646202,0.3895052083466191
-0.07612859702651216,0.39503610219968555
-0.07741575562728308,0.4004148424264424
-0.07870329526121696,0.4055572249629001
-0.07998704043025757,0.41040276943262893
-0.08124504132796843,0.41492477304200015
-0.08245374952390608,0.41913056057450426
-0.08359461693326674,0.4230504512633218
-0.08465586906175698,0.4267197992000682
-0.08562204938559273,0.43017324973270565
-0.0864794533277751,0.4334411573242752
-0.08720217523826186,0.43655312046635103
-0.0877732743997489,0.4395234033821519
-0.08816927516326138,0.4423701072345861
-0.08838985710284698,0.44510349370390173
-0.08843259985171953,0.44773687889744196
-0.08830238989468157,0.4502831518705681
-0.08800999998266623,0.45275304971225894
-0.08759383615841475,0.4551508152352245
-0.08709267535615002,0.45749377172292677
-0.08655851039410993,0.45979292768871466
-0.08603373258650525,0.4620556257466608
-0.08555879428235531,0.46429392446091516
-0.08516729563977735,0.46651194806396806
-0.08488571342109925,0.46871513605561893
-0.08473840150040077,0.47089671927106497
-0.08474122703987792,0.4730387442549426
-0.08490254707191645,0.4751306345665892
-0.08522582918848925,0.47716278443168475
-0.0857089843734932,0.4791292280355409
-0.08634349435571116,0.48102725965213433
-0.08711722742229003,0.48285554404386005
-0.08801483518223335,0.48461551757755433
-0.08902609828123875,0.48631634021416165
-0.09013110409747274,0.4879658781204444
-0.09132001975817464,0.48957090613880605
-0.09257585655785479,0.49113798569580186
-0.0938703483229833,0.492671203284269
-0.09518026714614262,0.4941783143826136
-0.09648132757707681,0.49566545786261107
-0.09775041920166502,0.49714292663484366
-0.09896226439736014,0.4986247664884245
-0.10010053460551066,0.5001222296798056
-0.10115051389865799,0.5016426342368332
-0.1020971686415738,0.503187243668801
-0.10294027004096626,0.5047470359334675
-0.10368011447259914,0.5063115633700206
-0.10430370801710949,0.5078664151723308
-0.10481185591744045,0.5094051003093409
-0.1052233158804602,0.5109092392763053
-0.10555508202549797,0.512369801750262
-0.1058277709255839,0.5137744220376879
-0.10605216651742146,0.5151215033922231
-0.10624398642219436,0.5164111830880017
-0.10640240907010616,0.517642881719637
-0.10652240217178922,0.5188218994651359
-0.10660011878589627,0.5199530974403246
-0.10662501595390075,0.5210513154004944
-0.10659247477259459,0.5221377140874918
-0.10651563518426038,0.5232307632762153
-0.10639813395464738,0.5243343887242448
-0.10623814532594038,0.5254527319640452
-0.10604048816785736,0.5265930625299549
-0.10580700177528755,0.5277492069538384
-0.1055393977935509,0.5289107749905588
-0.10522783706133734,0.5300676687536694
-0.10487034676748845,0.5312080590650273
-0.1044735093809974,0.532327692770786
-0.10406691321718468,0.53343319698231
-0.10366703071071161,0.534523781312229
-0.1032814005223018,0.5355935158420796
-0.10292607304034172,0.536637846970382
-0.10261488144833354,0.53765828884078
-0.1023486666465589,0.5386532081998738
